DCLRE1C	POLM	1
AGTR1	CTSA	1
CD38	NT5M	1
DPYS	PPCDC	1
DPYS	PPCS	1
AGTR1	CTSG	1
MAFA	MNX1	1
ATP1B1	MDH1	1
ALDH1B1	CNDP1	1
FADS2	PLA2G10	1
FADS2	PLA2G12A	1
BCAT1	IARS	1
BCAT1	IARS2	1
FADS2	PLA2G12B	1
FADS2	PLA2G1B	1
FADS2	PLA2G2A	1
FADS2	PLA2G2C	1
FADS2	PLA2G2D	1
FADS2	PLA2G2E	1
FADS2	PLA2G2F	1
UGT1A10	UGT1A3	1
UGT1A10	UGT1A4	1
UGT1A10	UGT1A5	1
UGT1A10	UGT1A6	1
UGT1A10	UGT1A7	1
UGT1A10	UGT1A8	1
UGT1A10	UGT1A9	1
UGT1A10	UGT2A1	1
UGT1A10	UGT2A3	1
UGT1A10	UGT2B10	1
UGT1A10	UGT2B11	1
UGT1A10	UGT2B15	1
UGT1A10	UGT2B17	1
UGT1A10	UGT2B28	1
UGT1A10	UGT2B4	1
UGT1A10	UGT2B7	1
B3GALT6	XYLT1	1
B3GALT6	XYLT2	1
HSD17B12	SCD	1
HSD17B12	SCD5	1
NOTCH1	PIWIL1	1
CA6	GLS	1
AMT	ATIC	1
CA6	GLS2	1
NOTCH1	PIWIL2	1
NOTCH1	PIWIL3	1
NOTCH1	PIWIL4	1
MLH1	RFC1	1
MLH1	RFC2	1
CA6	GLUD1	1
CA6	GLUD2	1
CA6	GLUL	1
MAN2B2	NEU1	1
MAN2B2	NEU2	1
MAN2B2	NEU3	1
MAN2B2	NEU4	1
SULT1A4	SULT1E1	1
SULT1A4	SULT2B1	1
MLH1	RFC3	1
MLH1	RFC4	1
MLH1	RFC5	1
ACE2	ENPEP	1
NEU1	NEU2	1
NEU1	NEU3	1
NEU1	NEU4	1
ACOX1	ELOVL6	1
AGT	LNPEP	1
SULT1A4	SUOX	1
INS	PKLR	1
MNX1	PDX1	1
GLB1	HPSE	1
GLB1	HPSE2	1
ALPL	SPR	1
FUT9	ST3GAL1	1
CPEB1	FMN2	1
GLB1	HS3ST3A1	1
GLB1	HS3ST3B1	1
MTMR2	MTMR6	1
MTMR2	MTMR7	1
FUT9	HEXA	1
FUT9	HEXB	1
ALPI	ALPL	1
ALPI	ALPP	1
HNF1B	NEUROD1	1
GLYCTK	MDH1	1
GLYCTK	MDH2	1
ATIC	SHMT1	1
ATIC	SHMT2	1
DCLRE1C	RAD50	1
PANK1	PPCDC	1
PANK1	PPCS	1
ACE2	CTSA	1
B3GNT7	B4GALT1	1
B3GNT7	B4GALT2	1
B3GNT7	B4GALT3	1
B3GNT7	B4GALT4	1
AGT	ANPEP	1
BHLHA15	SLC2A2	1
SEC11A	SPCS1	1
SEC11A	SPCS2	1
SEC11A	SPCS3	1
CNDP1	MLYCD	1
FUCA1	MAN2B1	1
FUCA1	MAN2B2	1
FUCA1	MAN2C1	1
FUCA1	MANBA	1
HMGCS2	MVD	1
HMGCS2	MVK	1
SOS1	SPIRE1	1
EGFR	KRAS	1
SOS1	SPIRE2	1
CNDP1	UPB1	1
CHST14	CHST15	1
GLUD1	GLUD2	1
CHST14	CHST3	1
AMACR	CH25H	1
GLUD1	GLUL	1
CSNK1D	NPAS2	1
CHST14	CHST7	1
IAPP	PKLR	1
CHST14	CHSY1	1
CHST14	CHSY3	1
CRY2	NPAS2	1
IARS	LARS	1
IARS	LARS2	1
AMT	TYMS	1
GLB1	HYAL1	1
GLB1	HYAL2	1
GLB1	HYAL3	1
GLB1	HYAL4	1
CHST3	CSGALNACT1	1
CHST3	CSGALNACT2	1
RFC3	RPA1	1
RFC3	RPA2	1
RFC3	RPA3	1
NT5E	QPRT	1
RFC3	RPA4	1
CH25H	SCP2	1
CPA3	THOP1	1
A4GALT	NAGA	1
AGTR2	MME	1
IL4I1	MAOA	1
IL4I1	MAOB	1
GLS2	SLC25A10	1
GLB1	SPAM1	1
MTFMT	TYMS	1
ALDH2	DPYD	1
ALDH2	DPYS	1
AOX1	PNP	1
MLH3	PMS2	1
INS	PAX4	1
CSNK1D	NR1D1	1
INS	PAX6	1
RPA2	RPA3	1
GLB1	IDS	1
GLB1	IDUA	1
DPYS	ECHS1	1
RPA2	RPA4	1
ETS2	GRB2	1
CRY2	NR1D1	1
BHLHA15	HES1	1
ACOT2	BAAT	1
POLD1	RPA1	1
SEC61A2	SPCS1	1
SEC61A2	SPCS2	1
SEC61A2	SPCS3	1
POLD1	RPA2	1
POLD1	RPA3	1
EHHADH	HADHA	1
ST3GAL2	ST3GAL3	1
POLD1	RPA4	1
ST3GAL2	ST3GAL5	1
ST3GAL2	ST6GALNAC3	1
ST3GAL2	ST6GALNAC4	1
ST3GAL2	ST6GALNAC5	1
ST3GAL2	ST6GALNAC6	1
NADK	NMNAT1	1
NADK	NMNAT2	1
ST3GAL2	ST8SIA1	1
ALDH1L1	ATIC	1
NADK	NMNAT3	1
GLS2	HAL	1
PLA2G4B	PLA2G4E	1
PIGU	PIGV	1
PIGU	PIGW	1
PIGU	PIGX	1
PIGU	PIGY	1
PIGU	PIGZ	1
ST3GAL2	ST8SIA5	1
NADK	NNMT	1
NADK	NNT	1
MLH3	POLD1	1
PLA2G4B	PLA2G5	1
MLH3	POLD2	1
SEC11A	SRP14	1
SEC11A	SRP19	1
SEC11A	SRP54	1
PLA2G4B	PLA2G6	1
SEC11A	SRP68	1
SEC11A	SRP72	1
SEC11A	SRP9	1
FUT2	NAGA	1
SEC11A	SRPRB	1
ATP1B3	GLS	1
ATP1B3	GLS2	1
BAAT	ELOVL2	1
BAAT	ELOVL5	1
BAAT	ELOVL6	1
ATP1B3	GLUD1	1
ATP1B3	GLUD2	1
HADHA	SCD	1
HADHA	SCD5	1
AGTR2	CMA1	1
IDI1	PDSS1	1
IDI1	PDSS2	1
CHST7	DSE	1
ACOX3	PECR	1
GPAA1	GPLD1	1
MNX1	SLC2A2	1
ATP1B3	MDH1	1
MSH2	PCNA	1
FADS1	YOD1	1
ACOT4	HADHA	1
NHEJ1	XRCC4	1
NHEJ1	XRCC5	1
CHST13	CHST14	1
CHST13	CHST15	1
NHEJ1	XRCC6	1
DPYS	EHHADH	1
CHST13	CHST3	1
CHST13	CHST7	1
CHST13	CHSY1	1
CHST13	CHSY3	1
MLH1	RPA1	1
MLH1	RPA2	1
MLH1	RPA3	1
MLH1	RPA4	1
MNX1	PKLR	1
GLS2	SLC38A3	1
MSH3	RFC5	1
LNPEP	THOP1	1
AFMID	GLYCTK	1
NT5M	QPRT	1
CS	MDH1	1
ANPEP	CMA1	1
VARS	VARS2	1
ACOT7	BAAT	1
NOTCH2	PIWIL1	1
CS	MDH2	1
ACAA1	YOD1	1
ALDH2	ECHS1	1
UGT1A8	UGT1A9	1
UGT1A8	UGT2A1	1
UGT1A8	UGT2A3	1
UGT1A8	UGT2B10	1
UGT1A8	UGT2B11	1
UGT1A8	UGT2B15	1
UGT1A8	UGT2B17	1
UGT1A8	UGT2B28	1
UGT1A8	UGT2B4	1
UGT1A8	UGT2B7	1
AGA	HEXA	1
AGA	HEXB	1
GBA	HEXA	1
GBA	HEXB	1
MTHFD1L	TYMS	1
HSPA5	SRP54	1
HSPA5	SRP68	1
SEC61A2	SRP14	1
SEC61A2	SRP19	1
SEC61A2	SRP54	1
SEC61A2	SRP68	1
SEC61A2	SRP72	1
SEC61A2	SRP9	1
SEC61A2	SRPRB	1
HSPA5	SRP9	1
ANPEP	ENPEP	1
EHHADH	HIBCH	1
CSNK1D	PER1	1
CSNK1D	PER2	1
CYP51A1	NSDHL	1
GOT1	PAH	1
ALDH1L1	TYMS	1
HMGCR	MVD	1
HMGCR	MVK	1
MAPK1	MAPK3	1
CSNK1D	PER3	1
NNMT	PNP	1
ENPP3	PHPT1	1
PPCS	UPB1	1
ACO2	MTHFD1	1
ACO2	MTHFD1L	1
ACO2	MTHFD2	1
ACO2	MTHFD2L	1
CMA1	THOP1	1
HNF4G	MAFA	1
INS	PDX1	1
ATP1A2	SLC25A10	1
B4GALT7	DSE	1
CS	PGP	1
SEC61G	SEC62	1
SEC61G	SEC63	1
PMS2	RFC1	1
PMS2	RFC2	1
FXYD2	MDH1	1
PMS2	RFC3	1
GLS2	SLC9A3	1
PMS2	RFC4	1
HS3ST3B1	NAGLU	1
DDC	TAT	1
SPCS3	SRP14	1
ALDH2	EHHADH	1
IDUA	SGSH	1
GRHPR	HAO1	1
GRHPR	HAO2	1
NADK	NT5C	1
NADK	NT5C1A	1
NADK	NT5C1B	1
NADK	NT5C2	1
SPCS3	SRP19	1
SPCS3	SRP54	1
LSS	MSMO1	1
SPCS3	SRP72	1
NADK	NT5E	1
NADK	NT5M	1
SPCS3	SRPRB	1
ACOX1	BAAT	1
DPYS	ENPP1	1
GLB1	ST3GAL1	1
GLB1	ST3GAL2	1
DPYS	ENPP3	1
B3GNT2	B3GNT7	1
GLB1	ST3GAL5	1
CHST12	CHST13	1
CHST12	CHST14	1
CHST12	CHST15	1
ALDH7A1	YOD1	1
CHST12	CHST3	1
B3GNT2	B4GALT1	1
B3GNT2	B4GALT2	1
B3GNT2	B4GALT3	1
CHST12	CHST7	1
B3GNT2	B4GALT4	1
GLB1	ST6GALNAC3	1
LARS	VARS	1
LARS	VARS2	1
CHST12	CHSY1	1
CHST12	CHSY3	1
GLB1	ST6GALNAC5	1
GLB1	ST6GALNAC6	1
GLB1	ST8SIA1	1
GLB1	ST8SIA5	1
CTH	GLS	1
CTH	GLS2	1
NADK	NUDT12	1
CA6	HAL	1
GLS	PCK1	1
GLS	PCK2	1
ACE2	REN	1
AGT	MAS1	1
NR5A2	PAX4	1
NR5A2	PAX6	1
DHFR	TYMS	1
NEUROG3	NKX2-2	1
ALDH3B2	PAH	1
NEUROG3	NKX6-1	1
MAPK3	SOS1	1
CHST15	CSGALNACT1	1
CHST15	CSGALNACT2	1
DCLRE1C	FEN1	1
MAPK3	SOS2	1
ENGASE	FUCA1	1
ENGASE	FUCA2	1
ACP2	PHPT1	1
IDS	NAGLU	1
ACE	ACE2	1
ACOX2	SLC27A5	1
CPA3	LNPEP	1
ATP1A2	SLC38A3	1
GLUD1	SLC25A10	1
POLM	PRKDC	1
MAS1	REN	1
ACOX3	PLA2G10	1
ACOX3	PLA2G12A	1
ACOX3	PLA2G12B	1
MTHFR	SHMT1	1
MTHFR	SHMT2	1
ACOX3	PLA2G1B	1
ACOX3	PLA2G2A	1
ACOX3	PLA2G2C	1
ACOX3	PLA2G2D	1
ACOX3	PLA2G2E	1
ACOX3	PLA2G2F	1
IL4I1	MIF	1
EHHADH	SMS	1
GUSB	SGSH	1
ACOX3	PLA2G3	1
ACOX3	PLA2G4A	1
ACOX3	PLA2G4B	1
ACOX3	PLA2G4E	1
CYP7A1	CYP7B1	1
CYP7A1	CYP8B1	1
MAN2C1	MANBA	1
ACOX3	PLA2G5	1
ACOX3	PLA2G6	1
ACADM	MLYCD	1
CSNK1E	PER1	1
CSNK1E	PER2	1
CSNK1E	PER3	1
NEU2	NEU3	1
NEU2	NEU4	1
BHLHA15	IAPP	1
ACADM	UPB1	1
PANK4	UPB1	1
ATP1A2	SLC4A4	1
MIF	PRDX6	1
GLUD1	HAL	1
CEL	FDFT1	1
PPCS	VNN1	1
PPCS	VNN2	1
BAAT	FADS1	1
BAAT	FADS2	1
AFMID	GRHPR	1
AKR1D1	AMACR	1
HNF1B	NKX6-1	1
POLD2	SSBP1	1
ACAA1	HSD17B12	1
OXA1L	SEC11A	1
OXA1L	SEC11C	1
ACP6	PHPT1	1
DPM2	PGAP1	1
CA4	MDH1	1
HAO2	MDH1	1
DPYD	PANK1	1
HAO2	MDH2	1
DPYD	PANK2	1
DPYD	PANK3	1
DPYD	PANK4	1
CA3	CA4	1
CA3	CA5A	1
CA3	CA5B	1
DHCR24	DHCR7	1
CA3	CA6	1
CA3	CA7	1
CA3	CA8	1
CA3	CA9	1
OXA1L	SEC61A1	1
OXA1L	SEC61A2	1
OXA1L	SEC61B	1
CHST11	CHST12	1
CHST11	CHST13	1
CHST11	CHST14	1
CHST11	CHST15	1
OXA1L	SEC61G	1
CHST11	CHST3	1
AMT	MTFMT	1
OXA1L	SEC62	1
OXA1L	SEC63	1
CHST11	CHST7	1
ATP1A2	SLC9A3	1
GLYCTK	MTHFD1	1
CHST11	CHSY1	1
CHST11	CHSY3	1
SOAT2	SQLE	1
GLYCTK	MTHFD1L	1
GLYCTK	MTHFD2	1
GLYCTK	MTHFD2L	1
AMT	MTHFD1	1
AMT	MTHFD1L	1
AMT	MTHFD2	1
AMT	MTHFD2L	1
AMT	MTHFR	1
AMT	MTHFS	1
HSPA5	SRP19	1
PRKDC	RAD50	1
FOXA2	GCK	1
ATP1A4	PCK1	1
ATP1A4	PCK2	1
UGT2B15	UGT2B17	1
UGT2B15	UGT2B28	1
UGT2B15	UGT2B4	1
UGT2B15	UGT2B7	1
CA14	CTH	1
ACE	THOP1	1
AMT	MTR	1
DNTT	PRKDC	1
DHCR7	FDFT1	1
SGSH	SPAM1	1
MTFMT	MTHFD1	1
MTFMT	MTHFD1L	1
MTFMT	MTHFD2	1
MTFMT	MTHFD2L	1
MTFMT	MTHFR	1
MTFMT	MTHFS	1
MAPK1	SPIRE1	1
CHST14	CSGALNACT1	1
CHST14	CSGALNACT2	1
ALPP	FPGS	1
PIWIL3	PIWIL4	1
ENGASE	GBA	1
ACOT4	HSD17B12	1
CTSA	MME	1
MME	THOP1	1
HNF1B	MAFA	1
MAFA	NEUROD1	1
NOTCH3	PIWIL1	1
ABAT	CNDP1	1
MAFA	NEUROG3	1
NOTCH3	PIWIL2	1
ENPP3	PNP	1
NR5A2	PDX1	1
MTFMT	MTR	1
NOTCH3	PIWIL3	1
FOXA3	MAFA	1
CHST13	PAPSS1	1
CHST13	PAPSS2	1
NOTCH3	PIWIL4	1
NEUROG3	NR5A2	1
ALDH1A3	GOT1	1
B4GALT1	FUT8	1
ALDH1A3	GOT2	1
HEXB	MAN2B1	1
CYP8B1	SCP2	1
HEXB	MAN2B2	1
HEXB	MAN2C1	1
HEXB	MANBA	1
DPM2	PIGA	1
DPM2	PIGB	1
IDI1	PMVK	1
DPM2	PIGC	1
DPM2	PIGF	1
DPM2	PIGG	1
DPM2	PIGH	1
DPM2	PIGK	1
DPM2	PIGL	1
DPM2	PIGM	1
DPM2	PIGN	1
DPM2	PIGO	1
DPM2	PIGP	1
DPM2	PIGQ	1
FUT9	ST3GAL2	1
DPM2	PIGS	1
DPM2	PIGT	1
DPM2	PIGU	1
DPM2	PIGV	1
DPM2	PIGW	1
DPM2	PIGX	1
DPM2	PIGY	1
DPM2	PIGZ	1
FUT9	ST8SIA1	1
PTS	QDPR	1
ETV6	GRB2	1
CA14	GLUD1	1
ACAT1	PDSS1	1
ACAT1	PDSS2	1
ATP1B1	CA2	1
CH25H	SLC27A5	1
NNT	PNP	1
ATP1B1	CA4	1
PLA2G2F	PLA2G3	1
PLA2G2F	PLA2G4A	1
PLA2G2F	PLA2G4B	1
RFC2	RFC3	1
PLA2G2F	PLA2G4E	1
PMS2	POLD1	1
PLA2G2F	PLA2G5	1
PLA2G2F	PLA2G6	1
PMS2	POLD2	1
PMS2	POLD3	1
PMS2	POLD4	1
RFC2	RFC4	1
RFC2	RFC5	1
CA14	GLUD2	1
CMA1	LNPEP	1
CA7	GLS	1
CA7	GLS2	1
NR5A2	PKLR	1
A4GALT	GBGT1	1
CA7	GLUD1	1
CA7	GLUD2	1
CA7	GLUL	1
ACOT1	ELOVL2	1
GLUD1	SLC9A3	1
ACOT1	ELOVL5	1
ACOT1	ELOVL6	1
AFMID	HAO1	1
AFMID	HAO2	1
MAFA	NKX2-2	1
BST1	PNP	1
AOC3	MAOA	1
AOC3	MAOB	1
DHDDS	HMGCR	1
DHDDS	HMGCS1	1
DHDDS	HMGCS2	1
MAFA	NKX6-1	1
B3GAT1	B3GAT2	1
B3GAT1	B3GAT3	1
ACE	AGT	1
ACE	AGTR1	1
HSPA5	SEC61A1	1
ACE	AGTR2	1
ATP1B3	SLC38A3	1
AOX1	ENPP1	1
AOX1	ENPP3	1
HSD3B7	SCP2	1
B3GAT1	B4GALT7	1
GCK	SLC2A2	1
PCNA	SSBP1	1
ANPEP	REN	1
MSH2	PMS2	1
CRY1	NPAS2	1
ETV6	SPIRE2	1
HSPA5	SEC11A	1
HSPA5	SEC11C	1
ENPP3	PPCDC	1
ENPP3	PPCS	1
ALDH1L1	SHMT1	1
ELOVL5	PECR	1
AGT	MME	1
ALDH1L1	SHMT2	1
MTHFD1L	MTHFD2	1
MTHFD1L	MTHFD2L	1
MTHFD1L	MTHFR	1
MTHFD1L	MTHFS	1
ENGASE	GLB1	1
AMT	CA1	1
AMT	CA12	1
AMT	CA13	1
AMT	CA14	1
CHST13	CSGALNACT1	1
CHST13	CSGALNACT2	1
AMT	CA2	1
AMT	CA3	1
AMT	CA4	1
AMT	CA5A	1
ALDH1L1	MTFMT	1
AMT	CA5B	1
AMT	CA6	1
AMT	CA7	1
AMT	CA8	1
AMT	CA9	1
HSPA5	SEC61A2	1
PIGM	PIGN	1
PIGM	PIGO	1
PIGM	PIGP	1
PIGM	PIGQ	1
ALDH1L1	MTHFD1	1
PIGM	PIGS	1
PIGM	PIGT	1
PIGM	PIGU	1
PIGM	PIGV	1
PIGM	PIGW	1
PIGM	PIGX	1
PIGM	PIGY	1
PIGM	PIGZ	1
ALDH1L1	MTHFR	1
ALDH1L1	MTHFS	1
CHST12	PAPSS1	1
CHST12	PAPSS2	1
ACOT2	YOD1	1
BCAT1	VNN2	1
MSH2	POLD1	1
MSH2	POLD2	1
MSH2	POLD3	1
MSH2	POLD4	1
AOC2	CNDP1	1
IAPP	MNX1	1
AOC2	HIBCH	1
ALDH1L1	MTR	1
CRY1	NR1D1	1
B4GALT3	CHST1	1
B4GALT3	CHST2	1
B4GALT3	CHST4	1
ETS1	ETS2	1
ALDH3A2	ALDH7A1	1
B4GALT3	CHST6	1
ALDH3A2	ALDH9A1	1
ETS1	ETV6	1
ETS1	ETV7	1
MAPK3	NOTCH2	1
ATP1B3	SLC9A3	1
EHHADH	SRM	1
GRHPR	HYI	1
AOX1	QPRT	1
KRAS	NOTCH1	1
KRAS	NOTCH2	1
GCK	HES1	1
KRAS	NOTCH3	1
KRAS	NOTCH4	1
MAPK3	NOTCH3	1
ACOX2	HSD17B4	1
CPA3	MAS1	1
MAPK3	NOTCH4	1
ACOX2	HSD3B7	1
ALPP	GCH1	1
B3GALT6	CHPF	1
B3GALT6	CHPF2	1
HNF4G	SLC2A2	1
PNP	QPRT	1
UGDH	UGT1A1	1
UGDH	UGT1A10	1
UGDH	UGT1A3	1
UGDH	UGT1A4	1
UGDH	UGT1A5	1
UGDH	UGT1A6	1
UGDH	UGT1A7	1
UGDH	UGT1A8	1
UGDH	UGT1A9	1
UGDH	UGT2A1	1
UGDH	UGT2A3	1
UGDH	UGT2B10	1
UGDH	UGT2B11	1
UGDH	UGT2B15	1
UGDH	UGT2B17	1
UGDH	UGT2B28	1
UGDH	UGT2B4	1
UGDH	UGT2B7	1
ECHS1	GAD1	1
B3GALT6	CHST12	1
ECHS1	GAD2	1
B3GALT6	CHST11	1
B3GALT6	CHST15	1
B3GALT6	CHST13	1
B3GALT6	CHST14	1
B3GALT6	CHST3	1
ALDH9A1	GAD1	1
ALDH9A1	GAD2	1
B3GALT6	CHST7	1
CHST1	CHST2	1
CHST1	CHST4	1
B3GALT6	CHSY1	1
B3GALT6	CHSY3	1
CHST3	DSE	1
CHST1	CHST6	1
EXO1	RFC3	1
EXO1	RFC4	1
DHFR	MTFMT	1
GUSB	HEXA	1
GUSB	HEXB	1
DHFR	MTHFD1	1
DHFR	MTHFD1L	1
DHFR	MTHFD2	1
DHFR	MTHFD2L	1
DHFR	MTHFR	1
AMACR	CYP27A1	1
DHFR	MTHFS	1
ASNS	GLS	1
ASNS	GLS2	1
GUSB	HGSNAT	1
ASNS	GLUD1	1
ASNS	GLUD2	1
ASNS	GLUL	1
ACOT7	YOD1	1
MAFA	NR5A2	1
SLC33A1	ST6GALNAC3	1
HS3ST3A1	SGSH	1
ALPP	GGH	1
SLC33A1	ST6GALNAC4	1
ETS2	SPIRE1	1
ETS2	SPIRE2	1
SMS	UPB1	1
AMACR	CYP39A1	1
SLC33A1	ST6GALNAC5	1
NT5C2	QPRT	1
AMACR	CYP46A1	1
DHFR	MTR	1
SLC33A1	ST6GALNAC6	1
ETV7	NOTCH3	1
CHST12	CSGALNACT1	1
CHST12	CSGALNACT2	1
DHCR24	EBP	1
AMACR	CYP7A1	1
AMACR	CYP7B1	1
AMACR	CYP8B1	1
ACE	LNPEP	1
MAP2K1	SOS1	1
MAP2K1	SOS2	1
HADHA	HIBCH	1
AGTR2	NLN	1
CHST11	PAPSS1	1
CHST11	PAPSS2	1
ETV7	MAP2K1	1
B3GALT4	GLB1	1
ATIC	MTHFD2	1
AOC2	PAH	1
DHDDS	IDI1	1
ATIC	MTHFD2L	1
DHDDS	IDI2	1
AGTR1	ENPEP	1
GCK	PDX1	1
ATIC	MTHFR	1
ALDH3B2	DDC	1
ALDH3B1	GOT1	1
ATIC	MTHFS	1
ALDH3B1	GOT2	1
GCK	HNF1A	1
GCK	HNF1B	1
GCK	HNF4A	1
GCK	HNF4G	1
VNN1	VNN2	1
ETV7	MAPK1	1
KRAS	PIWIL3	1
KRAS	PIWIL4	1
ETV7	MAPK3	1
B3GAT1	UST	1
POLM	RAD50	1
ACE	ANPEP	1
NEU3	NEU4	1
CYP46A1	SCP2	1
FTCD	TYMS	1
NNMT	QPRT	1
ACOT1	FADS1	1
BCAT1	LARS	1
BCAT1	LARS2	1
ACOT1	FADS2	1
ACOX1	YOD1	1
ALDH1B1	DPYD	1
ALDH1B1	DPYS	1
FMN2	PIWIL1	1
FMN2	PIWIL2	1
FMN2	PIWIL3	1
EGFR	PIWIL1	1
EGFR	PIWIL2	1
EGFR	PIWIL3	1
ALDH3A2	AOC2	1
ALDH3A2	AOC3	1
EGFR	PIWIL4	1
FMN2	PIWIL4	1
PCNA	RFC2	1
PCNA	RFC3	1
LIG1	RPA1	1
LIG1	RPA2	1
LIG1	RPA3	1
LIG1	RPA4	1
PCNA	RFC4	1
DNTT	RAD50	1
PCNA	RFC5	1
LNPEP	MAS1	1
CH25H	HSD17B4	1
CH25H	HSD3B7	1
SPCS1	SPCS2	1
CA14	CPS1	1
SPCS1	SPCS3	1
ALPL	ALPP	1
AOC3	MIF	1
NOTCH3	NOTCH4	1
ACAT1	DHDDS	1
HAO2	MTHFD1	1
HAO2	MTHFD1L	1
HAO2	MTHFD2	1
HAO2	MTHFD2L	1
REN	THOP1	1
CSNK1D	CSNK1E	1
FUT1	NAGA	1
CRY2	CSNK1D	1
CHST11	CSGALNACT1	1
CHST11	CSGALNACT2	1
CRY2	CSNK1E	1
ACAT1	PMVK	1
MAP2K1	SPIRE1	1
MAP2K1	SPIRE2	1
ATP1A3	FXYD2	1
CMA1	MAS1	1
GUSB	HPSE	1
AOC3	MLYCD	1
HADHA	SMS	1
GUSB	HPSE2	1
ATP1A1	ATP1A2	1
ATP1A1	ATP1A3	1
GAD1	MLYCD	1
ATP1A1	ATP1A4	1
NAGA	ST3GAL1	1
NAGA	ST3GAL2	1
ATP1A1	ATP1B1	1
CA2	CPS1	1
ATP1A1	ATP1B2	1
COASY	UPB1	1
ATP1A1	ATP1B3	1
ST6GALNAC3	ST6GALNAC4	1
ST6GALNAC3	ST6GALNAC5	1
ST6GALNAC3	ST6GALNAC6	1
AOC3	UPB1	1
DHFR	QDPR	1
MAOB	MIF	1
GUSB	HS3ST3A1	1
GUSB	HS3ST3B1	1
GAD1	UPB1	1
ST6GALNAC3	ST8SIA1	1
